City,Economic Need Index,School Income Estimate,Percent ELL,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Average Proficiency
Brooklyn,0.636,46501.74,28%,95%,14%,87%,Meeting Target,85%,Exceeding Target,92%,Meeting Target,76%,Meeting Target,78%,Approaching Target,92%,Meeting Target,Meeting Target,2.64,3,2.82
Brooklyn,0.823,42684.18,53%,98%,4%,93%,Exceeding Target,95%,Exceeding Target,95%,Exceeding Target,85%,Meeting Target,82%,Approaching Target,97%,Exceeding Target,Exceeding Target,2.82,3.32,3.07
Brooklyn,0.536,57954.82,15%,96%,10%,94%,Exceeding Target,93%,Exceeding Target,95%,Exceeding Target,86%,Meeting Target,83%,Approaching Target,94%,Meeting Target,Meeting Target,2.88,3.2,3.04
Brooklyn,0.523,57526.02,9%,96%,10%,92%,Exceeding Target,93%,Exceeding Target,86%,Meeting Target,85%,Meeting Target,78%,Approaching Target,93%,Meeting Target,Meeting Target,2.82,3.09,2.955
Brooklyn,0.806,37052.2,50%,99%,2%,90%,Exceeding Target,88%,Meeting Target,92%,Exceeding Target,83%,Meeting Target,85%,Meeting Target,93%,Exceeding Target,Exceeding Target,2.71,3.44,3.075
Brooklyn,0.723,48426.22,24%,96%,12%,94%,Exceeding Target,91%,Exceeding Target,93%,Exceeding Target,87%,Exceeding Target,80%,Approaching Target,95%,Exceeding Target,Meeting Target,2.84,2.98,2.91
Brooklyn,0.566,60471.09,30%,95%,13%,95%,Meeting Target,92%,Exceeding Target,97%,Exceeding Target,90%,Exceeding Target,84%,Meeting Target,94%,Meeting Target,Meeting Target,2.8,2.97,2.885
Brooklyn,0.832,35558.78,66%,97%,5%,94%,Exceeding Target,93%,Exceeding Target,95%,Exceeding Target,87%,Exceeding Target,82%,Approaching Target,96%,Exceeding Target,Exceeding Target,2.69,3.25,2.97
Brooklyn,0.655,55697.95,17%,96%,12%,95%,Exceeding Target,97%,Meeting Target,94%,Meeting Target,90%,Exceeding Target,83%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.69,3.07,2.88
Brooklyn,0.854,34700.76,15%,96%,9%,94%,Exceeding Target,96%,Exceeding Target,98%,Exceeding Target,90%,Exceeding Target,86%,Meeting Target,98%,Exceeding Target,Meeting Target,2.5,2.8,2.65
Brooklyn,0.747,51600.25,36%,96%,9%,96%,Exceeding Target,97%,Exceeding Target,97%,Exceeding Target,91%,Exceeding Target,83%,Meeting Target,97%,Exceeding Target,Exceeding Target,2.67,3.12,2.895
Brooklyn,0.696,49261.36,27%,97%,5%,95%,Exceeding Target,95%,Exceeding Target,96%,Exceeding Target,89%,Exceeding Target,82%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.98,3.41,3.195
Brooklyn,0.834,39598.5,47%,93%,23%,96%,Meeting Target,86%,Meeting Target,96%,Meeting Target,78%,Meeting Target,78%,Approaching Target,91%,Meeting Target,Approaching Target,2.39,2.51,2.45
Brooklyn,0.706,39390.34,23%,97%,9%,93%,Meeting Target,94%,Exceeding Target,86%,Meeting Target,89%,Exceeding Target,80%,Approaching Target,93%,Exceeding Target,Meeting Target,2.74,3.03,2.885
Brooklyn,0.361,63542.07,7%,95%,10%,93%,Exceeding Target,98%,Exceeding Target,98%,Exceeding Target,92%,Exceeding Target,86%,Meeting Target,97%,Exceeding Target,Approaching Target,2.9,3.11,3.005
Brooklyn,0.659,46905.81,30%,96%,9%,92%,Exceeding Target,85%,Meeting Target,94%,Exceeding Target,79%,Meeting Target,83%,Approaching Target,88%,Meeting Target,Meeting Target,2.81,3.15,2.98
Brooklyn,0.8,40627.41,30%,94%,16%,90%,Exceeding Target,89%,Exceeding Target,89%,Exceeding Target,78%,Meeting Target,81%,Approaching Target,90%,Meeting Target,Meeting Target,2.46,2.59,2.525
Brooklyn,0.642,46434.53,24%,95%,15%,89%,Exceeding Target,82%,Meeting Target,92%,Meeting Target,76%,Approaching Target,79%,Approaching Target,90%,Meeting Target,Meeting Target,2.76,3.13,2.945
Brooklyn,0.543,56876.96,14%,96%,9%,94%,Meeting Target,94%,Exceeding Target,96%,Exceeding Target,85%,Meeting Target,81%,Approaching Target,96%,Exceeding Target,Meeting Target,2.93,3.23,3.08
Brooklyn,0.665,46604.64,30%,96%,11%,88%,Exceeding Target,86%,Exceeding Target,92%,Meeting Target,76%,Approaching Target,80%,Approaching Target,85%,Approaching Target,Exceeding Target,2.85,3.17,3.01
Brooklyn,0.385,70641.62,9%,97%,8%,90%,Exceeding Target,88%,Meeting Target,87%,Meeting Target,76%,Approaching Target,80%,Approaching Target,89%,Meeting Target,Meeting Target,3.11,3.44,3.275
Brooklyn,0.613,47650.34,25%,96%,10%,89%,Exceeding Target,90%,Exceeding Target,92%,Exceeding Target,79%,Meeting Target,82%,Approaching Target,95%,Exceeding Target,Exceeding Target,2.93,3.44,3.185
Brooklyn,0.841,42189.81,50%,98%,3%,93%,Meeting Target,97%,Exceeding Target,95%,Exceeding Target,93%,Exceeding Target,95%,Exceeding Target,99%,Exceeding Target,Exceeding Target,2.79,3.48,3.135
Brooklyn,0.881,39645.76,55%,95%,13%,81%,Exceeding Target,88%,Exceeding Target,89%,Meeting Target,85%,Meeting Target,87%,Meeting Target,93%,Meeting Target,Meeting Target,2.24,2.5,2.37
Brooklyn,0.823,39306.37,27%,95%,12%,91%,Exceeding Target,93%,Exceeding Target,93%,Exceeding Target,85%,Meeting Target,82%,Approaching Target,95%,Exceeding Target,Meeting Target,2.46,2.75,2.605
Brooklyn,0.379,51628.8,7%,95%,10%,93%,Meeting Target,94%,Exceeding Target,97%,Exceeding Target,86%,Meeting Target,93%,Exceeding Target,96%,Exceeding Target,Meeting Target,3.1,3.47,3.285
Brooklyn,0.209,65859.29,6%,96%,5%,91%,Exceeding Target,97%,Exceeding Target,94%,Exceeding Target,95%,Exceeding Target,90%,Exceeding Target,95%,Exceeding Target,Meeting Target,3.47,3.68,3.575
Brooklyn,0.525,52977.43,17%,96%,8%,98%,Exceeding Target,96%,Exceeding Target,98%,Exceeding Target,93%,Exceeding Target,83%,Meeting Target,95%,Exceeding Target,Exceeding Target,3.39,3.72,3.555
Brooklyn,0.839,30709.21,16%,92%,31%,82%,Approaching Target,81%,Approaching Target,90%,Meeting Target,78%,Approaching Target,82%,Approaching Target,84%,Approaching Target,Meeting Target,2.39,2.62,2.505
Brooklyn,0.695,40295.15,14%,94%,19%,97%,Exceeding Target,95%,Exceeding Target,97%,Exceeding Target,90%,Exceeding Target,82%,Meeting Target,94%,Exceeding Target,Meeting Target,2.76,2.95,2.855
Brooklyn,0.571,46192.81,26%,96%,10%,89%,Meeting Target,90%,Meeting Target,96%,Exceeding Target,88%,Exceeding Target,81%,Approaching Target,95%,Exceeding Target,Exceeding Target,2.78,3.21,2.995
Brooklyn,0.695,37038.11,31%,92%,28%,99%,Exceeding Target,100%,Exceeding Target,96%,Meeting Target,96%,Exceeding Target,80%,Approaching Target,97%,Exceeding Target,Meeting Target,2.62,2.86,2.74
Brooklyn,0.407,37867.04,13%,94%,14%,96%,Meeting Target,96%,Meeting Target,96%,Meeting Target,87%,Meeting Target,80%,Approaching Target,91%,Meeting Target,Meeting Target,2.97,3.28,3.125
Brooklyn,0.615,46794.68,18%,96%,8%,93%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,91%,Exceeding Target,82%,Approaching Target,98%,Exceeding Target,Exceeding Target,2.85,3.27,3.06
Brooklyn,0.682,47519.85,18%,95%,14%,93%,Meeting Target,94%,Meeting Target,87%,Meeting Target,91%,Exceeding Target,83%,Meeting Target,94%,Exceeding Target,Exceeding Target,2.68,2.95,2.815
Brooklyn,0.679,43689.16,41%,96%,10%,89%,Approaching Target,90%,Meeting Target,94%,Meeting Target,82%,Meeting Target,78%,Approaching Target,93%,Meeting Target,Meeting Target,2.45,2.8,2.625
Brooklyn,0.687,45059.44,24%,95%,15%,94%,Exceeding Target,91%,Exceeding Target,97%,Meeting Target,84%,Meeting Target,81%,Approaching Target,91%,Meeting Target,Approaching Target,2.6,2.85,2.725
Brooklyn,0.723,45242.71,32%,95%,18%,92%,Meeting Target,89%,Meeting Target,95%,Meeting Target,83%,Meeting Target,80%,Approaching Target,90%,Meeting Target,Approaching Target,2.53,2.85,2.69
Brooklyn,0.885,26217.74,5%,90%,40%,87%,Approaching Target,82%,Approaching Target,89%,Approaching Target,73%,Approaching Target,82%,Approaching Target,89%,Meeting Target,Exceeding Target,2.27,2.46,2.365
Brooklyn,0.703,40233.93,29%,94%,15%,95%,Exceeding Target,94%,Exceeding Target,98%,Exceeding Target,86%,Exceeding Target,86%,Meeting Target,96%,Exceeding Target,Meeting Target,2.8,3.08,2.94
Brooklyn,0.599,51896.27,16%,94%,18%,93%,Meeting Target,94%,Meeting Target,91%,Meeting Target,81%,Meeting Target,81%,Approaching Target,93%,Meeting Target,Meeting Target,2.64,2.82,2.73
Brooklyn,0.762,34549.16,19%,93%,28%,91%,Exceeding Target,89%,Exceeding Target,96%,Meeting Target,78%,Meeting Target,79%,Approaching Target,92%,Meeting Target,Meeting Target,2.63,2.7,2.665
Brooklyn,0.515,45832.34,15%,94%,19%,98%,Exceeding Target,96%,Exceeding Target,97%,Meeting Target,91%,Exceeding Target,80%,Approaching Target,92%,Meeting Target,Meeting Target,2.95,3.28,3.115
Brooklyn,0.521,42871.4,15%,95%,14%,88%,Approaching Target,92%,Meeting Target,93%,Meeting Target,84%,Meeting Target,84%,Meeting Target,96%,Exceeding Target,Approaching Target,2.69,2.84,2.765
Brooklyn,0.684,36586.39,41%,93%,24%,92%,Approaching Target,89%,Meeting Target,87%,Meeting Target,85%,Meeting Target,76%,Approaching Target,92%,Meeting Target,Meeting Target,2.51,2.64,2.575
Brooklyn,0.692,47058.63,21%,95%,11%,95%,Exceeding Target,93%,Meeting Target,92%,Exceeding Target,85%,Meeting Target,82%,Meeting Target,93%,Exceeding Target,Meeting Target,2.72,2.89,2.805
Brooklyn,0.8,44760.9,27%,94%,18%,88%,Meeting Target,91%,Meeting Target,89%,Exceeding Target,77%,Meeting Target,82%,Meeting Target,92%,Meeting Target,Meeting Target,2.42,2.49,2.455
Brooklyn,0.8,32595.45,23%,95%,14%,99%,Exceeding Target,98%,Exceeding Target,97%,Exceeding Target,95%,Exceeding Target,84%,Meeting Target,98%,Exceeding Target,Meeting Target,2.56,2.97,2.765
Brooklyn,0.912,22422.66,7%,89%,46%,83%,Approaching Target,86%,Approaching Target,80%,Approaching Target,82%,Meeting Target,81%,Approaching Target,89%,Meeting Target,Approaching Target,2.19,2.2,2.195
Brooklyn,0.885,22533.91,3%,92%,30%,83%,Meeting Target,79%,Approaching Target,77%,Meeting Target,69%,Approaching Target,81%,Approaching Target,81%,Approaching Target,Meeting Target,2.34,2.33,2.335
Brooklyn,0.57,53239.96,17%,94%,20%,87%,Meeting Target,82%,Meeting Target,92%,Meeting Target,72%,Approaching Target,82%,Approaching Target,85%,Meeting Target,Meeting Target,2.65,3.06,2.855
Brooklyn,0.738,55488.67,6%,93%,23%,85%,Approaching Target,84%,Approaching Target,82%,Meeting Target,81%,Meeting Target,83%,Approaching Target,88%,Meeting Target,Meeting Target,2.32,2.2,2.26
Brooklyn,0.667,56218.99,6%,96%,10%,98%,Meeting Target,96%,Meeting Target,95%,Exceeding Target,93%,Exceeding Target,86%,Meeting Target,99%,Exceeding Target,Meeting Target,2.43,2.5,2.465
Brooklyn,0.795,39695.31,23%,96%,10%,94%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,87%,Meeting Target,84%,Meeting Target,97%,Exceeding Target,Exceeding Target,2.81,3.24,3.025
Brooklyn,0.667,50545.8,17%,95%,16%,79%,Approaching Target,77%,Approaching Target,82%,Meeting Target,65%,Not Meeting Target,83%,Approaching Target,82%,Approaching Target,Approaching Target,2.39,2.67,2.53
Brooklyn,0.753,45469.71,13%,94%,22%,89%,Exceeding Target,87%,Meeting Target,88%,Meeting Target,72%,Approaching Target,85%,Meeting Target,87%,Meeting Target,Approaching Target,2.34,2.36,2.35
Brooklyn,0.556,54582.78,17%,95%,15%,85%,Exceeding Target,81%,Meeting Target,89%,Meeting Target,61%,Not Meeting Target,83%,Approaching Target,81%,Approaching Target,Meeting Target,2.69,2.8,2.745
Brooklyn,0.842,31128.43,8%,91%,36%,95%,Meeting Target,95%,Meeting Target,90%,Meeting Target,90%,Exceeding Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,2.35,2.43,2.39
Brooklyn,0.262,75529.15,11%,94%,14%,94%,Exceeding Target,94%,Exceeding Target,95%,Meeting Target,86%,Meeting Target,87%,Meeting Target,95%,Exceeding Target,Meeting Target,3.06,3.44,3.25
Brooklyn,0.635,47497.36,24%,94%,17%,95%,Meeting Target,93%,Meeting Target,96%,Meeting Target,87%,Meeting Target,83%,Meeting Target,96%,Exceeding Target,Meeting Target,2.65,2.93,2.79
Brooklyn,0.666,60517.36,4%,93%,24%,94%,Meeting Target,93%,Meeting Target,91%,Meeting Target,87%,Exceeding Target,90%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.46,2.45,2.455
Brooklyn,0.585,70008.97,4%,95%,17%,90%,Meeting Target,89%,Exceeding Target,87%,Meeting Target,82%,Meeting Target,86%,Meeting Target,95%,Exceeding Target,Meeting Target,2.43,2.61,2.52
Brooklyn,0.497,57254.23,19%,96%,9%,92%,Meeting Target,91%,Exceeding Target,87%,Meeting Target,84%,Meeting Target,79%,Approaching Target,89%,Meeting Target,Exceeding Target,2.98,3.26,3.12
Brooklyn,0.315,73629.22,3%,96%,7%,93%,Meeting Target,91%,Exceeding Target,89%,Exceeding Target,84%,Meeting Target,84%,Meeting Target,92%,Meeting Target,Meeting Target,2.91,2.99,2.95
Brooklyn,0.711,50085.45,22%,94%,15%,92%,Exceeding Target,86%,Meeting Target,92%,Meeting Target,76%,Approaching Target,83%,Approaching Target,86%,Meeting Target,Meeting Target,2.72,2.89,2.805
Brooklyn,0.393,74211.29,4%,95%,11%,98%,Meeting Target,94%,Exceeding Target,98%,Exceeding Target,86%,Meeting Target,88%,Meeting Target,97%,Exceeding Target,Exceeding Target,3.03,3.32,3.175
Brooklyn,0.305,62626.93,5%,95%,10%,94%,Meeting Target,95%,Meeting Target,96%,Meeting Target,86%,Exceeding Target,86%,Meeting Target,98%,Exceeding Target,Meeting Target,3.12,3.38,3.25
Brooklyn,0.705,41740.33,16%,95%,13%,94%,Meeting Target,97%,Exceeding Target,95%,Exceeding Target,89%,Exceeding Target,90%,Exceeding Target,93%,Meeting Target,Exceeding Target,2.75,2.93,2.84
Brooklyn,0.646,50557.18,6%,93%,24%,84%,Approaching Target,77%,Approaching Target,87%,Meeting Target,71%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Approaching Target,2.27,2.35,2.31
Brooklyn,0.474,50946.78,15%,95%,12%,93%,Approaching Target,90%,Meeting Target,96%,Meeting Target,82%,Meeting Target,81%,Approaching Target,91%,Meeting Target,Exceeding Target,3.02,3.43,3.225
Brooklyn,0.623,46872.04,19%,96%,9%,90%,Meeting Target,92%,Exceeding Target,96%,Exceeding Target,81%,Meeting Target,83%,Approaching Target,91%,Meeting Target,Meeting Target,2.76,3.21,2.985
Brooklyn,0.741,46197.25,18%,94%,18%,94%,Meeting Target,73%,Approaching Target,82%,Meeting Target,63%,Not Meeting Target,80%,Approaching Target,72%,Not Meeting Target,Approaching Target,2.09,2.06,2.075
Brooklyn,0.286,62902.53,6%,95%,9%,99%,Exceeding Target,97%,Exceeding Target,97%,Exceeding Target,91%,Exceeding Target,87%,Meeting Target,97%,Exceeding Target,Meeting Target,2.97,3.12,3.045
Brooklyn,0.345,72343.36,4%,95%,13%,94%,Meeting Target,93%,Meeting Target,96%,Meeting Target,83%,Meeting Target,86%,Meeting Target,93%,Meeting Target,Meeting Target,2.87,3.03,2.95
Brooklyn,0.751,47037.27,13%,94%,20%,88%,Meeting Target,84%,Meeting Target,86%,Meeting Target,72%,Approaching Target,81%,Approaching Target,93%,Meeting Target,Meeting Target,2.42,2.41,2.415
Brooklyn,0.9,29567.13,6%,89%,42%,87%,Approaching Target,88%,Meeting Target,79%,Approaching Target,81%,Meeting Target,77%,Not Meeting Target,87%,Approaching Target,Approaching Target,2.14,2.13,2.135
Brooklyn,0.807,35419.93,3%,88%,43%,93%,Meeting Target,90%,Meeting Target,85%,Approaching Target,80%,Meeting Target,87%,Meeting Target,92%,Meeting Target,Meeting Target,2.27,2.38,2.325
Brooklyn,0.877,36518.6,13%,88%,43%,91%,Meeting Target,96%,Meeting Target,86%,Approaching Target,88%,Meeting Target,86%,Meeting Target,95%,Exceeding Target,Approaching Target,2.14,2.15,2.145
Brooklyn,0.857,34013.33,3%,90%,40%,93%,Meeting Target,93%,Meeting Target,90%,Approaching Target,85%,Meeting Target,84%,Meeting Target,96%,Exceeding Target,Approaching Target,2.19,2.29,2.24
Brooklyn,0.815,34324.41,4%,86%,50%,91%,Approaching Target,89%,Meeting Target,87%,Approaching Target,81%,Meeting Target,83%,Meeting Target,92%,Meeting Target,Approaching Target,2.12,2.01,2.065
Brooklyn,0.884,31132.53,7%,89%,46%,94%,Meeting Target,95%,Meeting Target,88%,Approaching Target,88%,Exceeding Target,90%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.26,2.31,2.285
Brooklyn,0.904,29709.42,4%,88%,48%,83%,Approaching Target,80%,Approaching Target,80%,Approaching Target,72%,Approaching Target,87%,Meeting Target,86%,Approaching Target,Approaching Target,2.17,2.21,2.19
Brooklyn,0.906,20931.74,9%,89%,40%,90%,Meeting Target,87%,Meeting Target,86%,Approaching Target,80%,Meeting Target,90%,Exceeding Target,92%,Meeting Target,Approaching Target,2.08,2.09,2.085
Brooklyn,0.933,23414.77,8%,89%,42%,97%,Meeting Target,94%,Meeting Target,88%,Approaching Target,83%,Meeting Target,85%,Meeting Target,92%,Meeting Target,Not Meeting Target,1.97,1.97,1.97
Brooklyn,0.86,27808.12,3%,90%,38%,96%,Meeting Target,95%,Meeting Target,88%,Approaching Target,86%,Meeting Target,86%,Meeting Target,93%,Exceeding Target,Approaching Target,2.32,2.25,2.285
Brooklyn,0.851,32208.89,9%,88%,47%,90%,Approaching Target,82%,Meeting Target,77%,Approaching Target,65%,Not Meeting Target,73%,Not Meeting Target,76%,Not Meeting Target,Approaching Target,2.17,1.98,2.075
Brooklyn,0.944,23794.1,3%,88%,52%,92%,Meeting Target,82%,Meeting Target,91%,Approaching Target,68%,Approaching Target,86%,Meeting Target,88%,Meeting Target,Meeting Target,2.13,2.19,2.16
Long Island,0.648,54053.95,37%,95%,12%,85%,Exceeding Target,84%,Meeting Target,92%,Meeting Target,77%,Meeting Target,78%,Approaching Target,91%,Meeting Target,Meeting Target,2.63,2.78,2.705
Flushing,0.679,38731.69,31%,97%,7%,89%,Meeting Target,89%,Meeting Target,91%,Exceeding Target,83%,Meeting Target,81%,Approaching Target,93%,Meeting Target,Meeting Target,2.66,3.28,2.97
Flushing,0.481,56414.94,19%,96%,8%,90%,Exceeding Target,94%,Exceeding Target,94%,Exceeding Target,87%,Exceeding Target,82%,Meeting Target,95%,Exceeding Target,Exceeding Target,2.96,3.28,3.12
Flushing,0.606,49884.66,45%,97%,9%,93%,Exceeding Target,91%,Exceeding Target,94%,Exceeding Target,87%,Meeting Target,84%,Meeting Target,93%,Meeting Target,Exceeding Target,2.83,3.34,3.085
Flushing,0.544,40033.97,40%,97%,7%,89%,Exceeding Target,87%,Meeting Target,93%,Exceeding Target,75%,Approaching Target,82%,Approaching Target,87%,Meeting Target,Exceeding Target,2.83,3.41,3.12
Flushing,0.411,58764.47,13%,97%,7%,94%,Exceeding Target,97%,Exceeding Target,95%,Exceeding Target,94%,Exceeding Target,88%,Meeting Target,98%,Exceeding Target,Meeting Target,3.08,3.58,3.33
Flushing,0.426,63863.56,20%,96%,12%,82%,Approaching Target,80%,Approaching Target,91%,Meeting Target,65%,Not Meeting Target,85%,Meeting Target,83%,Approaching Target,Meeting Target,2.71,3.16,2.935
Flushing,0.606,43621.61,39%,97%,8%,91%,Meeting Target,83%,Meeting Target,93%,Exceeding Target,76%,Approaching Target,76%,Not Meeting Target,84%,Approaching Target,Exceeding Target,2.71,3.27,2.99
Flushing,0.549,51933.12,24%,95%,12%,96%,Exceeding Target,91%,Meeting Target,96%,Exceeding Target,89%,Exceeding Target,83%,Meeting Target,94%,Exceeding Target,Approaching Target,2.63,2.93,2.78
Flushing,0.478,56868.76,45%,97%,7%,94%,Exceeding Target,95%,Meeting Target,95%,Exceeding Target,90%,Exceeding Target,81%,Approaching Target,98%,Exceeding Target,Meeting Target,2.87,3.35,3.11
Flushing,0.415,64280.02,10%,95%,10%,89%,Meeting Target,88%,Meeting Target,83%,Meeting Target,76%,Meeting Target,79%,Approaching Target,89%,Meeting Target,Meeting Target,2.95,3.24,3.095
Flushing,0.537,49632.93,10%,95%,14%,90%,Exceeding Target,80%,Meeting Target,92%,Exceeding Target,66%,Approaching Target,82%,Approaching Target,80%,Approaching Target,Meeting Target,2.78,3.11,2.945
Flushing,0.531,47345.33,6%,94%,18%,89%,Approaching Target,92%,Meeting Target,78%,Approaching Target,88%,Exceeding Target,83%,Meeting Target,91%,Meeting Target,Meeting Target,2.66,2.61,2.635
Flushing,0.745,34723.19,9%,92%,29%,90%,Exceeding Target,83%,Meeting Target,92%,Meeting Target,75%,Approaching Target,84%,Meeting Target,89%,Meeting Target,Meeting Target,2.56,2.72,2.64
Flushing,0.58,50336.56,15%,96%,10%,89%,Meeting Target,90%,Meeting Target,95%,Meeting Target,86%,Meeting Target,83%,Meeting Target,92%,Meeting Target,Exceeding Target,2.82,3.09,2.955
Flushing,0.457,61994.44,15%,96%,13%,91%,Exceeding Target,86%,Exceeding Target,90%,Meeting Target,82%,Meeting Target,78%,Approaching Target,88%,Meeting Target,Exceeding Target,2.71,2.97,2.84
Flushing,0.354,56351.95,4%,97%,3%,87%,Meeting Target,80%,Meeting Target,84%,Meeting Target,74%,Approaching Target,87%,Meeting Target,86%,Meeting Target,Meeting Target,3.12,3.38,3.25
Flushing,0.389,59032.41,10%,96%,10%,91%,Meeting Target,84%,Meeting Target,95%,Meeting Target,70%,Approaching Target,82%,Approaching Target,87%,Meeting Target,Exceeding Target,3.05,3.25,3.15
Flushing,0.306,77541.61,10%,97%,5%,91%,Exceeding Target,93%,Exceeding Target,94%,Exceeding Target,81%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,3,3.49,3.245
Jamaica,0.215,92649.61,4%,96%,6%,93%,Exceeding Target,93%,Exceeding Target,86%,Meeting Target,84%,Meeting Target,85%,Meeting Target,90%,Meeting Target,Meeting Target,2.86,3.28,3.07
Flushing,0.139,83369.58,3%,97%,3%,89%,Exceeding Target,93%,Exceeding Target,98%,Exceeding Target,91%,Exceeding Target,91%,Exceeding Target,94%,Exceeding Target,Exceeding Target,3.46,3.84,3.65
Jamaica,0.677,59616.97,4%,93%,22%,86%,Meeting Target,89%,Meeting Target,92%,Meeting Target,79%,Meeting Target,85%,Meeting Target,92%,Meeting Target,Meeting Target,2.45,2.52,2.485
Jamaica,0.813,45600.71,5%,91%,33%,96%,Meeting Target,91%,Meeting Target,88%,Meeting Target,89%,Exceeding Target,88%,Meeting Target,91%,Meeting Target,Approaching Target,2.26,2.38,2.32
Jamaica,0.775,43937.09,7%,93%,27%,92%,Meeting Target,91%,Meeting Target,92%,Meeting Target,86%,Meeting Target,87%,Meeting Target,94%,Meeting Target,Exceeding Target,2.53,2.53,2.53
Jamaica,0.671,47310.72,14%,93%,24%,93%,Meeting Target,84%,Meeting Target,90%,Meeting Target,80%,Meeting Target,84%,Meeting Target,89%,Meeting Target,Meeting Target,2.55,2.76,2.655
Jamaica,0.555,57296.31,2%,94%,22%,90%,Meeting Target,75%,Approaching Target,78%,Approaching Target,67%,Approaching Target,85%,Meeting Target,80%,Approaching Target,Meeting Target,2.26,2.45,2.355
Jamaica,0.713,41107.67,30%,94%,17%,86%,Meeting Target,77%,Approaching Target,89%,Meeting Target,61%,Not Meeting Target,78%,Approaching Target,80%,Approaching Target,Approaching Target,2.34,2.42,2.38
Jamaica,0.691,46500.62,32%,94%,18%,92%,Approaching Target,90%,Exceeding Target,96%,Meeting Target,81%,Meeting Target,86%,Meeting Target,93%,Meeting Target,Meeting Target,2.6,2.91,2.755
Jamaica,0.546,57582.32,9%,93%,22%,90%,Exceeding Target,88%,Exceeding Target,94%,Meeting Target,76%,Approaching Target,83%,Approaching Target,90%,Meeting Target,Meeting Target,2.55,2.88,2.715
Jamaica,0.674,49625.91,4%,92%,35%,87%,Meeting Target,86%,Meeting Target,91%,Meeting Target,72%,Approaching Target,81%,Approaching Target,83%,Approaching Target,Approaching Target,2.19,2.25,2.22
Jamaica,0.672,57366.77,4%,92%,29%,93%,Approaching Target,91%,Meeting Target,93%,Meeting Target,86%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Approaching Target,2.34,2.43,2.385
Jamaica,0.576,58262.79,11%,94%,16%,97%,Exceeding Target,93%,Exceeding Target,97%,Meeting Target,91%,Exceeding Target,83%,Approaching Target,95%,Exceeding Target,Approaching Target,2.86,2.98,2.92
Jamaica,0.725,42817.79,34%,93%,24%,87%,Meeting Target,86%,Exceeding Target,88%,Meeting Target,72%,Approaching Target,86%,Meeting Target,91%,Meeting Target,Approaching Target,2.33,2.39,2.36
Jamaica,0.587,56318.26,3%,93%,22%,92%,Exceeding Target,83%,Meeting Target,93%,Meeting Target,72%,Approaching Target,83%,Approaching Target,85%,Meeting Target,Approaching Target,2.28,2.43,2.355
Jamaica,0.647,68856.71,3%,93%,21%,90%,Exceeding Target,87%,Exceeding Target,85%,Meeting Target,79%,Meeting Target,86%,Meeting Target,91%,Meeting Target,Approaching Target,2.52,2.46,2.49
Jamaica,0.691,69850.51,5%,91%,33%,93%,Meeting Target,90%,Meeting Target,87%,Approaching Target,83%,Meeting Target,87%,Meeting Target,91%,Meeting Target,Meeting Target,2.44,2.36,2.4
Jamaica,0.721,41507.09,24%,93%,23%,95%,Exceeding Target,92%,Exceeding Target,96%,Meeting Target,87%,Exceeding Target,87%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.77,2.81,2.79
Jamaica,0.748,48919.46,11%,91%,38%,86%,Meeting Target,83%,Meeting Target,80%,Approaching Target,77%,Meeting Target,85%,Meeting Target,87%,Meeting Target,Approaching Target,2.26,2.24,2.25
Jamaica,0.572,60211,21%,95%,10%,89%,Exceeding Target,91%,Exceeding Target,96%,Exceeding Target,85%,Meeting Target,81%,Approaching Target,96%,Exceeding Target,Exceeding Target,2.99,3.34,3.165
Jamaica,0.65,47432.34,8%,94%,16%,91%,Meeting Target,83%,Meeting Target,88%,Meeting Target,73%,Approaching Target,78%,Approaching Target,82%,Approaching Target,Meeting Target,2.69,2.71,2.7
Long Island,0.699,46465.49,23%,94%,20%,91%,Approaching Target,90%,Meeting Target,90%,Meeting Target,78%,Meeting Target,88%,Meeting Target,95%,Exceeding Target,Approaching Target,2.36,2.51,2.435
Long Island,0.578,58639.79,20%,95%,13%,88%,Meeting Target,76%,Meeting Target,90%,Meeting Target,62%,Not Meeting Target,78%,Approaching Target,78%,Approaching Target,Meeting Target,2.72,2.91,2.815
Long Island,0.766,33120.79,12%,93%,26%,82%,Approaching Target,82%,Meeting Target,86%,Approaching Target,75%,Approaching Target,76%,Not Meeting Target,83%,Approaching Target,Meeting Target,2.23,2.44,2.335
